DSSTox_Source_Record_Id,Extenal_ID,DSSTox_Substance_Id,DSSTox_Structure_Id,DSSTox_QC-Level,Substance_Name,Substance_CASRN,Substance_Type,Substance_Note,Structure_SMILES,Structure_InChI,Structure_InChIKey,Structure_Formula,Structure_MolWt,Structure_SMILES_2D-QSAR,DateModified
DTXRID306090579,3872,DTXSID10901670,DTXCID301329971,Incomplete,NoName_806,NOCAS_901670,Single Compound,,OC1=C2N=CC=CC2=NC=C1,"InChI=1S/C8H6N2O/c11-7-3-5-9-6-2-1-4-10-8(6)7/h1-5H,(H,9,11)
AuxInfo=1/1/N:9,8,3,10,2,7,4,6,1,11,5/rA:11NCCCOCCCCCN/rB:s1;d2;s3;s4;d4;d1s6;s7;d8;s9;s6d10;/rC:1.3351,-3.6402,0;.0014,-2.8702,0;.0014,-1.3302,0;1.3351,-.5602,0;1.3351,.9798,0;2.6688,-1.3302,0;2.6688,-2.8702,0;4.0025,-3.6402,0;5.3361,-2.8702,0;5.3361,-1.3302,0;4.0025,-.5602,0;
",NSPLFNGUPLZYHV-UHFFFAOYSA-N,C8H6N2O,146.149,OC1=C2N=CC=CC2=NC=C1,20180702
DTXRID606090580,3875,DTXSID00284040,DTXCID80235191,Public_Low,Cinnolin-3(2H)-one,31777-46-5,Single Compound,,O=C1NN=C2C=CC=CC2=C1,"InChI=1S/C8H6N2O/c11-8-5-6-3-1-2-4-7(6)9-10-8/h1-5H,(H,10,11)
AuxInfo=1/1/N:9,10,6,8,7,4,5,11,2,3,1/rA:11ONNCCCCCCCC/rB:;s2;;d2s4;s4;d4;s5;d6;d8s9;d1s3s7;/rC:3.0798,-1.5398,0;5.7469,1.5398,0;4.4134,.77,0;7.0806,-.77,0;7.0806,.77,0;8.4571,-1.5934,0;5.7469,-1.5398,0;8.4571,1.5934,0;9.8525,-.8019,0;9.8525,.8019,0;4.4134,-.77,0;
",CXUGAWWYKSOLEL-UHFFFAOYSA-N,C8H6N2O,146.149,O=C1C=C2C=CC=CC2N=N1,20170228
DTXRID306090581,3876,DTXSID4025903,DTXCID505903,DSSTox_Low,1(2H)-Phthalazinone,119-39-1,Single Compound,,O=C1NN=CC2=CC=CC=C12,"InChI=1S/C8H6N2O/c11-8-7-4-2-1-3-6(7)5-9-10-8/h1-5H,(H,10,11)
AuxInfo=1/1/N:2,1,3,11,5,4,10,8,6,7,9/rA:11CCCCCNNCOCC/rB:d1;s2;d3;s4;d5;s6;s7;d8;s4s8;s1d10;/rC:0,-.7703,0;1.3306,0,0;2.6665,-.7703,0;2.6665,-2.3109,0;3.9969,-3.0759,0;3.9969,-4.6164,0;2.6665,-5.3867,0;1.3306,-4.6164,0;0,-5.3867,0;1.3306,-3.0759,0;0,-2.3109,0;
",IJAPPYDYQCXOEF-UHFFFAOYSA-N,C8H6N2O,146.149,O=C1N=NCC2=C1C=CC=C2,20170228
DTXRID006090582,3879,DTXSID6061604,DTXCID8033512,Public_High,2(1H)-Quinoxalinone,1196-57-2,Single Compound,SRS/ChemID matched; SRS trust index 3,OC1=CN=C2C=CC=CC2=N1,"InChI=1S/C8H6N2O/c11-8-5-9-6-3-1-2-4-7(6)10-8/h1-5H,(H,10,11)
AuxInfo=1/1/N:9,10,8,11,4,2,1,5,3,6,7/rA:11CCNCCNOCCCC/rB:s1;d2;s3;d4;d1s5;s5;s2;d8;s9;s1d10;/rC:1.3337,-2.31,0;1.3337,-.77,0;;-1.3337,-.77,0;-1.3337,-2.31,0;0,-3.08,0;-2.6673,-3.08,0;2.6673,0,0;4.001,-.77,0;4.001,-2.31,0;2.6673,-3.08,0;
",FFRYUAVNPBUEIC-UHFFFAOYSA-N,C8H6N2O,146.149,OC1=CN=C2C=CC=CC2=N1,20170228
DTXRID706090583,3880,DTXSID80498385,DTXCID80449195,Public_Low,"1,7-Naphthyridin-8(7H)-one",67967-11-7,Single Compound,,O=C1NC=CC2=C1N=CC=C2,"InChI=1S/C8H6N2O/c11-8-7-6(3-5-10-8)2-1-4-9-7/h1-5H,(H,10,11)
AuxInfo=1/1/N:10,8,6,11,9,4,5,7,3,2,1/rA:11ONNCCCCCCCC/rB:;;;s3d4;s4;d1s2s5;s4;s2d6;d8;d3s10;/rC:5.2407,-2.3367,0;3.9067,-.0267,0;7.9509,-.8501,0;6.5742,1.5133,0;6.5742,-.0267,0;5.2407,2.2833,0;5.2407,-.7967,0;7.9509,2.3367,0;3.9067,1.5133,0;9.3462,1.5454,0;9.3462,-.0586,0;
",VTUQISVBYRDYAW-UHFFFAOYSA-N,C8H6N2O,146.149,O=C1N=CCC2=C1N=CC=C2,20170228
DTXRID406090584,3882,DTXSID70901671,DTXCID001329972,Incomplete,NoName_807,NOCAS_901671,Single Compound,,OC1=NC2=C(C=CC=C2)C=N1,"InChI=1S/C8H6N2O/c11-8-9-5-6-3-1-2-4-7(6)10-8/h1-5H,(H,9,10,11)
AuxInfo=1/1/N:8,7,9,6,11,10,5,2,1,4,3/rA:11NCONCCCCCCC/rB:s1;s2;d2;s4;s5;d6;s7;d8;d5s9;d1s10;/rC:1.3327,-.4918,0;1.3327,-2.0318,0;-.001,-2.8018,0;2.6663,-2.8018,0;4,-2.0318,0;5.3336,-2.8018,0;6.6673,-2.0318,0;6.6673,-.4918,0;5.3336,.2782,0;4,-.4918,0;2.6663,.2782,0;
",AVRPFRMDMNDIDH-UHFFFAOYSA-N,C8H6N2O,146.149,OC1=NC2=C(C=CC=C2)C=N1,20180702
DTXRID106090585,3884,DTXSID8049412,DTXCID7029372,DSSTox_High,4(3H)​-​Quinazolinone,491-36-1,Single Compound,,O=C1NC=NC2=C1C=CC=C2,"InChI=1S/C8H6N2O/c11-8-6-3-1-2-4-7(6)9-5-10-8/h1-5H,(H,9,10,11)
AuxInfo=1/1/N:10,11,8,9,5,1,6,2,4,3,7/rA:11CCNNCCOCCCC/rB:s1;s2;;s3d4;d1s4;d2;s1;s6;d8;d9s10;/rC:2.6596,-2.3459,0;3.9895,-3.1224,0;5.3193,-2.3459,0;3.9895,0,0;5.3193,-.7766,0;2.6596,-.7766,0;3.9895,-4.6544,0;1.3299,-3.1224,0;1.3299,0,0;0,-2.3459,0;0,-.7766,0;
",QMNUDYFKZYBWQX-UHFFFAOYSA-N,C8H6N2O,146.149,O=C1NC=NC2=C1C=CC=C2,20180907
DTXRID806090586,3886,DTXSID20236364,DTXCID20158855,Public_Medium,4-Cinnolinol,875-66-1,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,O=C1C=NNC2=CC=CC=C12,"InChI=1S/C8H6N2O/c11-8-5-9-10-7-4-2-1-3-6(7)8/h1-5H,(H,10,11)
AuxInfo=1/1/N:9,10,6,7,11,4,5,8,3,2,1/rA:11ONNCCCCCCCC/rB:;s2;;s2s4;d4;d5;d1s4;s6;s7d9;d3s8;/rC:4.4133,-2.7873,0;4.4133,1.8326,0;3.0798,1.0624,0;5.7469,-.4775,0;5.7469,1.0624,0;7.1237,-1.3008,0;7.1237,1.886,0;4.4133,-1.2474,0;8.5189,-.5094,0;8.5189,1.0945,0;3.0798,-.4775,0;
",UFMBERDMCRCVSM-UHFFFAOYSA-N,C8H6N2O,146.149,O=C1CN=NC2=CC=CC=C12,20170228
DTXRID506090587,3887,DTXSID30901672,DTXCID701329973,Incomplete,NoName_808,NOCAS_901672,Single Compound,,O=C1CC2C(N1)C(=O)NC2=O,"InChI=1/C6H6N2O3/c9-3-1-2-4(7-3)6(11)8-5(2)10/h2,4H,1H2,(H,7,9)(H,8,10,11)
AuxInfo=1/1/N:7,6,8,10,4,2,9,3,11,5,1/rA:11OCNCOCCCNCO/rB:d1;s2;s3;d4;s4;s6;s7;s8;s2s6s9;d8;/rC:.4303,.0001,0;.9062,-1.4645,0;.001,-2.7104,0;.9062,-3.9563,0;.4303,-5.421,0;2.3708,-3.4804,0;3.8355,-3.9563,0;4.7407,-2.7104,0;3.8355,-1.4645,0;2.3708,-1.9404,0;6.2807,-2.7104,0;
",NYHPIBFUOYRHMG-UHFFFAOYNA-N,C6H6N2O3,154.125,O=C1CC2C(N1)C(=O)NC2=O,20180702
DTXRID206090588,3889,DTXSID0062052,DTXCID6035998,Public_High,"2,6-Diaminopurine",1904-98-9,Single Compound,SRS/ChemID matched; SRS trust index 3,NC1=NC(N)=C2NC=NC2=N1,"InChI=1S/C5H6N6/c6-3-2-4(9-1-8-2)11-5(7)10-3/h1H,(H5,6,7,8,9,10,11)
AuxInfo=1/1/N:6,8,9,4,2,10,11,7,5,1,3/rA:11NCNCNCNCCNN/rB:d1;s2;d3;s4;d5;s6;s4s7;s1d8;s9;s2;/rC:6.2576,3.6127,0;6.2576,2.0727,0;4.9239,1.3027,0;3.5902,2.0727,0;2.1256,1.5969,0;1.2204,2.8427,0;2.1256,4.0887,0;3.5902,3.6127,0;4.9239,4.3827,0;4.9239,5.9227,0;7.5914,1.3027,0;
",MSSXOMSJDRHRMC-UHFFFAOYSA-N,C5H6N6,150.145,NC1=NC(N)=C2NC=NC2=N1,20170228
DTXRID906090589,3910,DTXSID90901673,DTXCID401329974,Incomplete,NoName_809,NOCAS_901673,Single Compound,,SC1=CC2=CC=CN=C2C=C1,"InChI=1S/C9H7NS/c11-8-3-4-9-7(6-8)2-1-5-10-9/h1-6,11H
AuxInfo=1/0/N:8,9,11,10,7,3,4,2,5,6,1/rA:11SCCCCNCCCCC/rB:s1;d2;s3;s4;d5;s6;d7;d4s8;s5;s2d10;/rC:-.0009,-.2818,0;1.3328,-1.0518,0;2.6665,-.2818,0;4.0001,-1.0518,0;4.0001,-2.5918,0;5.3338,-3.3618,0;6.6675,-2.5918,0;6.6675,-1.0518,0;5.3338,-.2818,0;2.6665,-3.3618,0;1.3328,-2.5918,0;
",WKTZMPNNJIPTON-UHFFFAOYSA-N,C9H7NS,161.22,SC1=CC2=CC=CN=C2C=C1,20180702
DTXRID206090590,3911,DTXSID50617985,DTXCID80568739,Public_Low,Quinoline-3-thiol,76076-35-2,Single Compound,,SC1=CC2=CC=CC=C2N=C1,"InChI=1S/C9H7NS/c11-8-5-7-3-1-2-4-9(7)10-6-8/h1-6,11H
AuxInfo=1/0/N:9,10,6,7,5,11,3,8,4,2,1/rA:11SNCCCCCCCCC/rB:;;s2s3;s3;d3;d4;s1d5;s6;s7d9;d2s8;/rC:3.9067,-1.54,0;6.5742,1.54,0;7.9079,-.77,0;7.9079,.77,0;6.5742,-1.54,0;9.2846,-1.5934,0;9.2846,1.5934,0;5.2407,-.77,0;10.6799,-.8021,0;10.6799,.8021,0;5.2407,.77,0;
",ZPKXXXUAUKOZJA-UHFFFAOYSA-N,C9H7NS,161.22,SC1=CC2=CC=CC=C2N=C1,20170228
DTXRID906090591,3914,DTXSID70559616,DTXCID00510396,Public_Low,Isoquinoline-3(2H)-thione,98589-68-5,Single Compound,,S=C1NC=C2C=CC=CC2=C1,"InChI=1S/C9H7NS/c11-9-5-7-3-1-2-4-8(7)6-10-9/h1-6H,(H,10,11)
AuxInfo=1/1/N:11,10,8,7,6,5,4,3,9,2,1/rA:11SNCCCCCCCCC/rB:;;s3;s2d3;d4;s3;s4;d1s2s6;d7;d8s10;/rC:3.0798,1.5398,0;4.4134,-.77,0;7.0806,-.77,0;7.0806,.77,0;5.7469,-1.5398,0;5.7469,1.5398,0;8.4571,-1.5934,0;8.4571,1.5934,0;4.4134,.77,0;9.8525,-.8019,0;9.8525,.8019,0;
",WRIZFUVYABPOLN-UHFFFAOYSA-N,C9H7NS,161.22,S=C1C=C2C=CC=CC2C=N1,20170228
DTXRID606090592,3918,DTXSID50901674,DTXCID101329975,Incomplete,NoName_810,NOCAS_901674,Single Compound,,SC1=CC=CC2=NC=CC=C12,"InChI=1S/C9H7NS/c11-9-5-1-4-8-7(9)3-2-6-10-8/h1-6,11H
AuxInfo=1/0/N:10,7,8,9,11,6,3,4,2,5,1/rA:11SCCCNCCCCCC/rB:s1;s2;s3;d4;s5;d6;d3s7;s4;d9;d2s10;/rC:1.3351,.9798,0;1.3351,-.5602,0;2.6688,-1.3302,0;2.6688,-2.8702,0;4.0025,-3.6402,0;5.336,-2.8702,0;5.336,-1.3302,0;4.0025,-.5602,0;1.3351,-3.6402,0;.0014,-2.8702,0;.0014,-1.3302,0;
",XAXWWYIMGUQNMY-UHFFFAOYSA-N,C9H7NS,161.22,SC1=CC=CC2=NC=CC=C12,20180702
DTXRID306090593,3921,DTXSID70197678,DTXCID30120169,Public_Medium,8-Mercaptoquinoline,491-33-8,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,SC1=CC=CC2=C1N=CC=C2,"InChI=1S/C9H7NS/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H
AuxInfo=1/0/N:9,10,6,7,8,11,3,5,4,2,1/rA:11SNCCCCCCCCC/rB:;;s2d3;s1s4;s3;s3;d5;d6s8;d7;d2s10;/rC:4.4137,-2.0979,0;7.1241,-.6113,0;5.7473,1.7521,0;5.7473,.2121,0;4.4137,-.5579,0;4.4137,2.5221,0;7.1241,2.5754,0;3.08,.2121,0;3.08,1.7521,0;8.5195,1.7842,0;8.5195,.1799,0;
",MHTSJSRDFXZFHQ-UHFFFAOYSA-N,C9H7NS,161.22,SC1=CC=CC2=C1N=CC=C2,20170228
DTXRID006090594,3924,DTXSID4062569,DTXCID0037493,Public_High,2(1H)-Quinolinethione,2637-37-8,Single Compound,SRS/ChemID matched; SRS trust index 3,S=C1NC2=CC=CC=C2C=C1,"InChI=1S/C9H7NS/c11-9-6-5-7-3-1-2-4-8(7)10-9/h1-6H,(H,10,11)
AuxInfo=1/1/N:9,10,8,11,3,4,2,1,5,6,7/rA:11CCCCCNSCCCC/rB:s1;s2;d3;s4;s1s5;d5;d2;s8;d9;d1s10;/rC:1.3337,-2.31,0;1.3337,-.77,0;;-1.3337,-.77,0;-1.3337,-2.31,0;0,-3.08,0;-2.6673,-3.08,0;2.6673,0,0;4.001,-.77,0;4.001,-2.31,0;2.6673,-3.08,0;
",KXZSVYHFYHTNBI-UHFFFAOYSA-N,C9H7NS,161.22,S=C1NC2=CC=CC=C2C=C1,20170228
DTXRID706090595,3925,DTXSID60391502,DTXCID70342363,Public_Low,Isoquinoline-1-thiol,4702-25-4,Single Compound,,S=C1NC=CC2=CC=CC=C12,"InChI=1S/C9H7NS/c11-9-8-4-2-1-3-7(8)5-6-10-9/h1-6H,(H,10,11)
AuxInfo=1/1/N:11,10,8,7,6,9,4,3,5,2,1/rA:11SNCCCCCCCCC/rB:;;s3;d1s2s3;s4;d3;d4;s2d6;s7;s8d10;/rC:5.2403,-2.3365,0;3.9066,-.0267,0;6.5738,-.0267,0;6.5738,1.5133,0;5.2403,-.7965,0;5.2403,2.2831,0;7.9503,-.8501,0;7.9503,2.3365,0;3.9066,1.5133,0;9.3457,-.0586,0;9.3457,1.5452,0;
",IOYIDSMWPLNHRC-UHFFFAOYSA-N,C9H7NS,161.22,S=C1N=CCC2=CC=CC=C12,20170228
DTXRID406090596,3928,DTXSID10901675,DTXCID801329976,Incomplete,NoName_811,NOCAS_901675,Single Compound,,SC1=C2C=CC=CC2=NC=C1,"InChI=1S/C9H7NS/c11-9-5-6-10-8-4-2-1-3-7(8)9/h1-6H,(H,10,11)
AuxInfo=1/1/N:10,9,11,8,3,2,6,7,4,1,5/rA:11NCCCSCCCCCC/rB:s1;d2;s3;s4;d4;d1s6;s7;d8;s9;s6d10;/rC:1.3352,-3.6402,0;.0015,-2.8702,0;.0015,-1.3302,0;1.3352,-.5602,0;1.3352,.9798,0;2.6688,-1.3302,0;2.6688,-2.8702,0;4.0025,-3.6402,0;5.3361,-2.8702,0;5.3361,-1.3302,0;4.0025,-.5602,0;
",ROYCCMJSURLMLI-UHFFFAOYSA-N,C9H7NS,161.22,SC1=C2C=CC=CC2=NC=C1,20180702
DTXRID106090597,3932,DTXSID3038694,DTXCID1018694,DSSTox_Low,Isatin,91-56-5,Single Compound,,O=C1NC2=C(C=CC=C2)C1=O,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)9-8(7)11/h1-4H,(H,9,10,11)
AuxInfo=1/1/N:10,11,8,9,4,5,3,1,2,7,6/rA:11CNCCCOOCCCC/rB:s1;s1;s3;s2d4;d1;d3;s4;s5;d8;d9s10;/rC:5.0345,-1.5379,0;4.1341,-.3089,0;4.1341,-2.7801,0;2.6553,-2.3201,0;2.6553,-.769,0;6.5724,-1.5379,0;4.5942,-4.2393,0;1.3211,-3.0891,0;1.3211,0,0;0,-2.3201,0;0,-.769,0;
",JXDYKVIHCLTXOP-UHFFFAOYSA-N,C8H5NO2,147.133,O=C1NC2=C(C=CC=C2)C1=O,20170228
DTXRID806090598,3933,DTXSID3026514,DTXCID506514,DSSTox_Low,Phthalimide,85-41-6,Single Compound,,O=C1NC(=O)C2=C1C=CC=C2,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)
AuxInfo=1/1/N:8,9,7,6,2,1,5,4,3,10,11/E:(1,2)(3,4)(5,6)(7,8)(10,11)/rA:11CCNCCCCCCOO/rB:d1;;s1s3;s2s3;s1;s2;d7;d6s8;d5;d4;/rC:2.6648,-1.881,0;2.6648,-3.5243,0;5.0485,-2.7027,0;4.1405,-1.454,0;4.1405,-3.9512,0;1.2865,-1.1567,0;1.2865,-4.2485,0;0,-3.5243,0;0,-1.881,0;4.6215,-5.4052,0;4.6215,0,0;
",XKJCHHZQLQNZHY-UHFFFAOYSA-N,C8H5NO2,147.133,O=C1NC(=O)C2=C1C=CC=C2,20170228
DTXRID506090599,3934,DTXSID60883674,DTXCID90835186,Public_Low,"1H-Isoindole-1,3(2H)-dione, hexahydro-",1444-94-6,Single Compound,,O=C1NC(=O)C2CCCCC12,"InChI=1/C8H11NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h5-6H,1-4H2,(H,9,10,11)
AuxInfo=1/1/N:8,9,7,6,2,1,5,4,3,10,11/E:(1,2)(3,4)(5,6)(7,8)(10,11)/rA:11CCNCCCCCCOO/rB:s1;;s1s3;s2s3;s1;s2;s7;s6s8;d5;d4;/rC:2.6718,-1.8891,0;2.6718,-3.5084,0;5.0467,-2.6988,0;4.1292,-1.4573,0;4.1292,-3.9402,0;1.2954,-1.1605,0;1.2954,-4.2371,0;0,-3.5084,0;0,-1.8891,0;4.6149,-5.3976,0;4.6149,0,0;
",WLDMPODMCFGWAA-UHFFFAOYNA-N,C8H11NO2,153.181,O=C1NC(=O)C2CCCCC12,20170609
DTXRID306090600,3936,DTXSID90299789,DTXCID20250924,Public_Low,"4-methyl-3,7-dihydrofuro[2,3-b]pyridin-6(2h)-one",22385-34-8,Single Compound,,CC1=CC(=O)NC2=C1CCO2,"InChI=1S/C8H9NO2/c1-5-4-7(10)9-8-6(5)2-3-11-8/h4H,2-3H2,1H3,(H,9,10)
AuxInfo=1/1/N:10,5,6,9,8,4,11,7,3,2,1/rA:11OONCCCCCCCC/rB:;;;s4;s1s5;s1s3d4;s4;d8;s8;d2s3s9;/rC:8.5383,1.5318,0;3.08,1.8327,0;5.7475,1.8327,0;7.0812,-.4775,0;8.5383,-.9466,0;9.4371,.2927,0;7.0812,1.0627,0;5.7475,-1.2475,0;4.4137,-.4775,0;5.7475,-2.7875,0;4.4137,1.0627,0;
",IVBKRUDIWDASEH-UHFFFAOYSA-N,C8H9NO2,151.165,CC1=CC(=O)N=C2OCCC12,20170228
DTXRID006090601,3937,DTXSID40206726,DTXCID70129217,Public_Medium,6-Hydroxyquinoline,580-16-5,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,OC1=CC2=C(C=C1)N=CC=C2,"InChI=1S/C9H7NO/c11-8-3-4-9-7(6-8)2-1-5-10-9/h1-6,11H
AuxInfo=1/0/N:10,7,9,6,11,5,3,8,4,2,1/rA:11ONCCCCCCCCC/rB:;;s2d3;s3;s4;s3;s1d5;d6s8;d7;d2s10;/rC:3.9069,-1.54,0;9.2848,1.5934,0;7.9079,-.77,0;7.9079,.77,0;6.5744,-1.54,0;6.5744,1.54,0;9.2848,-1.5934,0;5.2407,-.77,0;5.2407,.77,0;10.6799,-.8021,0;10.6799,.8021,0;
",OVYWMEWYEJLIER-UHFFFAOYSA-N,C9H7NO,145.161,OC1=CC2=C(C=C1)N=CC=C2,20170228
DTXRID706090602,3941,DTXSID00206727,DTXCID30129218,Public_Medium,3-Hydroxyquinoline,580-18-7,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,OC1=CC2=CC=CC=C2N=C1,"InChI=1S/C9H7NO/c11-8-5-7-3-1-2-4-9(7)10-6-8/h1-6,11H
AuxInfo=1/0/N:9,10,6,7,5,11,3,8,4,2,1/rA:11ONCCCCCCCCC/rB:;;s2s3;s3;d3;d4;s1d5;s6;s7d9;d2s8;/rC:3.9067,-1.54,0;6.5742,1.54,0;7.9079,-.77,0;7.9079,.77,0;6.5742,-1.54,0;9.2846,-1.5934,0;9.2846,1.5934,0;5.2407,-.77,0;10.6799,-.8021,0;10.6799,.8021,0;5.2407,.77,0;
",IQQDNMHUOLMLNJ-UHFFFAOYSA-N,C9H7NO,145.161,OC1=CC2=CC=CC=C2N=C1,20170228
DTXRID406090603,3943,DTXSID5020730,DTXCID30730,DSSTox_High,8-Hydroxyquinoline,148-24-3,Single Compound,,OC1=CC=CC2=CC=CN=C12,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H
AuxInfo=1/0/N:4,8,5,7,3,9,6,2,11,10,1/rA:11OCCCCCCCCNC/rB:s1;d2;s3;d4;s5;d6;s7;d8;s9;s2s6d10;/rC:4.0034,0,0;4.0034,-1.5426,0;5.3378,-2.3113,0;5.3378,-3.8539,0;4.0034,-4.6225,0;2.669,-3.8539,0;1.3344,-4.6225,0;0,-3.8539,0;0,-2.3113,0;1.3344,-1.5426,0;2.669,-2.3113,0;
",MCJGNVYPOGVAJF-UHFFFAOYSA-N,C9H7NO,145.161,OC1=CC=CC2=CC=CN=C12,20170228
DTXRID106090604,3948,DTXSID70901676,DTXCID501329977,Incomplete,NoName_812,NOCAS_901676,Single Compound,,OC1=CC2=CC=NC=C2C=C1,"InChI=1S/C9H7NO/c11-9-2-1-8-6-10-4-3-7(8)5-9/h1-6,11H
AuxInfo=1/0/N:10,11,9,8,3,6,4,5,2,7,1/rA:11OCCCCCNCCCC/rB:s1;d2;s3;s4;d5;s6;d7;d4s8;s5;s2d10;/rC:-.0009,-.2818,0;1.3328,-1.0518,0;2.6665,-.2818,0;4.0001,-1.0518,0;4.0001,-2.5918,0;5.3337,-3.3618,0;6.6674,-2.5918,0;6.6674,-1.0518,0;5.3337,-.2818,0;2.6665,-3.3618,0;1.3328,-2.5918,0;
",GPVPDRHTRGTSIH-UHFFFAOYSA-N,C9H7NO,145.161,OC1=CC2=CC=NC=C2C=C1,20180702
DTXRID806090605,3950,DTXSID30901677,DTXCID201329978,Incomplete,NoName_813,NOCAS_901677,Single Compound,,OC1=CC=CC2=CN=CC=C12,"InChI=1S/C9H7NO/c11-9-3-1-2-7-6-10-5-4-8(7)9/h1-6,11H
AuxInfo=1/0/N:10,9,11,8,7,5,4,3,2,6,1/rA:11OCCCCNCCCCC/rB:s1;s2;s3;d4;s5;d6;d3s7;s4;d9;d2s10;/rC:1.3352,.9798,0;1.3352,-.5602,0;2.6688,-1.3302,0;2.6688,-2.8702,0;4.0025,-3.6402,0;5.3361,-2.8702,0;5.3361,-1.3302,0;4.0025,-.5602,0;1.3352,-3.6402,0;.0015,-2.8702,0;.0015,-1.3302,0;
",CSNXUYRHPXGSJD-UHFFFAOYSA-N,C9H7NO,145.161,OC1=CC=CC2=CN=CC=C12,20180702
DTXRID506090606,3954,DTXSID7060380,DTXCID0042296,Public_High,7-Quinolinol,580-20-1,Single Compound,SRS/ChemID matched; SRS trust index 3,OC1=CC=C2C=CC=NC2=C1,"InChI=1S/C9H7NO/c11-8-4-3-7-2-1-5-10-9(7)6-8/h1-6,11H
AuxInfo=1/0/N:9,8,3,4,10,6,2,5,1,11,7/rA:11CCCCCCOCCCN/rB:s1;d2;s3;d4;d1s5;s5;s2;d8;s9;s1d10;/rC:1.3337,-2.31,0;1.3337,-.77,0;;-1.3337,-.77,0;-1.3337,-2.31,0;0,-3.08,0;-2.6673,-3.08,0;2.6673,0,0;4.001,-.77,0;4.001,-2.31,0;2.6673,-3.08,0;
",XCRPPAPDRUBKRJ-UHFFFAOYSA-N,C9H7NO,145.161,OC1=CC=C2C=CC=NC2=C1,20170228
DTXRID206090607,3957,DTXSID20186976,DTXCID60109467,Public_Medium,4-Isoquinolinol,3336-49-0,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,OC1=CN=CC2=CC=CC=C12,"InChI=1S/C9H7NO/c11-9-6-10-5-7-3-1-2-4-8(7)9/h1-6,11H
AuxInfo=1/0/N:10,9,7,6,8,11,4,3,5,2,1/rA:11ONCCCCCCCCC/rB:;;s3;s1s3;d3;d4;d2s4;s6;s7d9;s2d5;/rC:4.4135,-2.0979,0;3.08,1.7521,0;5.7473,.2121,0;5.7473,1.7521,0;4.4135,-.5579,0;7.1241,-.6113,0;7.1241,2.5753,0;4.4135,2.5221,0;8.5195,.1799,0;8.5195,1.7842,0;3.08,.2121,0;
",DXTUTXYCHFWRQC-UHFFFAOYSA-N,C9H7NO,145.161,OC1=CN=CC2=CC=CC=C12,20170228
DTXRID906090608,3962,DTXSID90901678,DTXCID901329979,Incomplete,NoName_814,NOCAS_901678,Single Compound,,OC1=CC2=CN=CC=C2C=C1,"InChI=1S/C9H7NO/c11-9-2-1-7-3-4-10-6-8(7)5-9/h1-6,11H
AuxInfo=1/0/N:10,11,6,7,3,9,5,4,2,8,1/rA:11OCCCCCCNCCC/rB:s1;d2;s3;s4;d5;s6;d7;d4s8;s5;s2d10;/rC:-.0009,-.2818,0;1.3328,-1.0518,0;2.6665,-.2818,0;4.0001,-1.0518,0;4.0001,-2.5918,0;5.3337,-3.3618,0;6.6674,-2.5918,0;6.6674,-1.0518,0;5.3337,-.2818,0;2.6665,-3.3618,0;1.3328,-2.5918,0;
",WCRKBMABEPCYII-UHFFFAOYSA-N,C9H7NO,145.161,OC1=CC2=CN=CC=C2C=C1,20180702
DTXRID606090609,3964,DTXSID50901679,DTXCID201329980,Incomplete,NoName_815,NOCAS_901679,Single Compound,,OC1=CC=CC2=CC=NC=C12,"InChI=1S/C9H7NO/c11-9-3-1-2-7-4-5-10-6-8(7)9/h1-6,11H
AuxInfo=1/0/N:10,9,11,5,6,8,4,3,2,7,1/rA:11OCCCCCNCCCC/rB:s1;s2;s3;d4;s5;d6;d3s7;s4;d9;d2s10;/rC:1.3352,.9798,0;1.3352,-.5602,0;2.6688,-1.3302,0;2.6688,-2.8702,0;4.0025,-3.6402,0;5.3361,-2.8702,0;5.3361,-1.3302,0;4.0025,-.5602,0;1.3352,-3.6402,0;.0015,-2.8702,0;.0015,-1.3302,0;
",ZIXWTPREILQLAC-UHFFFAOYSA-N,C9H7NO,145.161,OC1=CC=CC2=CC=NC=C12,20180702
