Original_Source_ID,Original_SMILES,Canonical_SMILES,InChI,InChIKey,Salt_Solvent_(Concatenate),temp,method,type,group,basicOrAcidic,pKa,DSSTox_Structure_Id,Substance_Name,Substance_CASRN,Substance_Type,Structure_SMILES,Structure_Formula
13346,ON=CC=1(C=2(C(N=CC=1)=CC=CC=2)),O=NCC1=CC=NC2=CC=CC=C12,"InChI=1S/C10H8N2O/c13-12-7-8-5-6-11-10-4-2-1-3-9(8)10/h1-6H,7H2",GIDTWRKUFXMHAH-UHFFFAOYSA-N,?,20,spectrophotometric,a2/apparent,?,acidic,10.42,DTXCID401329881,NoName_700,NOCAS_901568,Single Compound,O=NCC1=CC=NC2=CC=CC=C12,C10H8N2O
17041,O=[N+]([O-])C=2(C=1(C(=NC(C)=CC=1)C(O)=CC=2)),CC1=CC=C2C(=N1)C(O)=CC=C2[N+]([O-])=O,"InChI=1S/C10H8N2O3/c1-6-2-3-7-8(12(14)15)4-5-9(13)10(7)11-6/h2-5,13H,1H3",XYPACLZTPMHPLB-UHFFFAOYSA-N,?,20,potentiometric,a/thermodynamic,?,acidic,6.78,DTXCID901014326,"8-Quinolinol, 2-methyl-5-nitro-",38543-66-7,Single Compound,CC1=NC2=C(O)C=CC(=C2C=C1)N(=O)=O,C10H8N2O3
13743,OC2(=CC=1(C(=CC=CC=1)C=C2)),OC1=CC2=CC=CC=C2C=C1,"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",JWAZRIHNYRIHIV-UHFFFAOYSA-N,?,21,mean from 7,a1/apparent,OH,acidic,9.6,DTXCID907061,2-Naphthalenol,135-19-3,Single Compound,OC1=CC2=C(C=CC=C2)C=C1,C10H8O
10516,O=C(O)C=C=CC1(=CC=CC=C1),OC(=O)C=C=CC1C=CC=CC=1,"InChI=1S/C10H8O2/c11-10(12)8-4-7-9-5-2-1-3-6-9/h1-3,5-8H,(H,11,12)",LHLLILMLCBGAJN-UHFFFAOYSA-N,?,25,potentiometric,a/apparent,?,acidic,3.7,,,,,,
13267,O=C1(C(O)=C1C2(=CC=C(OC)C=C2)),COC1C=CC(=CC=1)C1=C(O)C1=O,"InChI=1S/C10H8O3/c1-13-7-4-2-6(3-5-7)8-9(11)10(8)12/h2-5,11H,1H3",XWIOSUPIHHKJLX-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,?,acidic,2.33,,,,,,
13273,O=C2(OC1(=C(C(O)=CC=C1)C(=C2)C)),CC1=CC(=O)OC2C=CC=C(O)C=21,"InChI=1S/C10H8O3/c1-6-5-9(12)13-8-4-2-3-7(11)10(6)8/h2-5,11H,1H3",KZTGTVVRGQELJS-UHFFFAOYSA-N,?,25,spectrophotometric,a/thermodynamic,?,acidic,8.26,DTXCID60369120,5-hydroxy-4-methyl-2H-1-benzopyran-2-one,2373-34-4,Single Compound,CC1=CC(=O)OC2=CC=CC(O)=C12,C10H8O3
12327,O=C2(OC1(=C(C=C(OC)C(=C1)O)C=C2)),COC1=CC2C=CC(=O)OC=2C=C1O,"InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3",RODXRVNMMDRFIK-UHFFFAOYSA-N,?,20,potentiometric,a1/apparent,H of OH,acidic,6.5,DTXCID5048766,Scopoletin,92-61-5,Single Compound,COC1=C(O)C=C2OC(=O)C=CC2=C1,C10H8O4
10963,ClC2(=CC1(=C(CC(=O)CC1)C=C2)),OC1CC2C=CC(Cl)=CC=2CC=1,"InChI=1S/C10H9ClO/c11-9-3-1-8-6-10(12)4-2-7(8)5-9/h1,3-5,12H,2,6H2",IYTDWOSDWGFCTL-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,?,acidic,12.51,,,,,,
15170,S(=O)(=O)(NC1(=NC=CC=N1))C2(=CC=CC=C2),O=S(=O)(NC1N=CC=CN=1)C1C=CC=CC=1,"InChI=1S/C10H9N3O2S/c14-16(15,9-5-2-1-3-6-9)13-10-11-7-4-8-12-10/h1-8H,(H,11,12,13)",HLBLNLYCFFWMFF-UHFFFAOYSA-N,?,20,potentiometric,a1/apparent,?,acidic,5.91,DTXCID0090708,2-Benzenesulfonamidopyrimidine,16699-12-0,Single Compound,O=S(=O)(NC1=NC=CC=N1)C1=CC=CC=C1,C10H9N3O2S
11209,OC2(=CC1(=[N+](C=CC=C1C=C2)C)),C[N+]1C=CC=C2C=CC(O)=CC=12,"InChI=1S/C10H9NO/c1-11-6-2-3-8-4-5-9(12)7-10(8)11/h2-7H,1H3/p+1",CLWHNSXKDOCYJS-UHFFFAOYSA-O,?,20,potentiometric,a/apparent,?,acidic,5.56,DTXCID40305228,"Quinolinium, 7-hydroxy-1-methyl-",14289-48-6,Single Compound,C[N+]1=CC=CC2=C1C=C(O)C=C2,C10H10NO
11210,OC=1(C=2(C(C=[N+](C=1)C)=CC=CC=2)),C[N+]1=CC2=CC=CC=C2C(O)=C1,"InChI=1S/C10H9NO/c1-11-6-8-4-2-3-5-9(8)10(12)7-11/h2-7H,1H3/p+1",TXSIGDOOBYFEIT-UHFFFAOYSA-O,?,20,potentiometric,a/apparent,?,acidic,4.93,DTXCID701329561,NoName_253,NOCAS_901175,Single Compound,C[N+]1=CC2=CC=CC=C2C(O)=C1,C10H10NO
11190,O=C2(N(C1(=C(C=CC=C1)C=C2))C),CN1C(=O)C=CC2C=CC=CC1=2,"InChI=1S/C10H9NO/c1-11-9-5-3-2-4-8(9)6-7-10(11)12/h2-7H,1H3",QYEMNJMSULGQRD-UHFFFAOYSA-N,?,20,spectrophotometric,a/apparent,?,acidic,-0.71,DTXCID3042843,"2(1H)-Quinolinone, 1-methyl-",606-43-9,Single Compound,CN1C(=O)C=CC2=CC=CC=C12,C10H9NO
11187,OC=2(C1(=NC=C(C)C=C1C=CC=2)),CC1=CN=C2C(O)=CC=CC2=C1,"InChI=1S/C10H9NO/c1-7-5-8-3-2-4-9(12)10(8)11-6-7/h2-6,12H,1H3",LHPOFWYKNOUJJN-UHFFFAOYSA-N,?,25,spectrophotometric,a/apparent,?,acidic,9.75,DTXCID30352882,3-methylquinolin-8-ol,75457-13-5,Single Compound,CC1=CC2=C(N=C1)C(O)=CC=C2,C10H9NO
13374,O=C(O)C=2(C1(=C(C=CC=C1)NC=2C)),CC1NC2C=CC=CC=2C=1C(O)=O,"InChI=1S/C10H9NO2/c1-6-9(10(12)13)7-4-2-3-5-8(7)11-6/h2-5,11H,1H3,(H,12,13)",BHFYJMNOBRLYSC-UHFFFAOYSA-N,?,25,,apparent,?,acidic,5.89,DTXCID60341087,2-Methyl-1H-indole-3-carboxylic acid,63176-44-3,Single Compound,CC1=C(C(O)=O)C2=CC=CC=C2N1,C10H9NO2
13657,O=C(O)CC(C#N)C1(=CC=CC=C1),N#CC(C=C(O)O)C1C=CC=CC=1,"InChI=1S/C10H9NO2/c11-7-9(6-10(12)13)8-4-2-1-3-5-8/h1-6,9,12-13H",FDVJUPCUWMHKRW-UHFFFAOYSA-N,?,25,conductometric,1/thermodynamic,?,acidic,3.79,,,,,,
12532,O=[N+]([O-])C2(=CC1(=C(CC(=O)CC1)C=C2)),[O-][N+](=O)C1=CC2CC=C(O)CC=2C=C1,"InChI=1S/C10H9NO3/c12-10-4-2-7-5-9(11(13)14)3-1-8(7)6-10/h1,3-5,12H,2,6H2",LNTUJYBEYXGPJZ-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,?,acidic,10.09,,,,,,
17059,O=[N+]([O-])C1(=CC(=CC=C1)C2(C(C(=O)O)C2)),[O-][N+](=O)C1=CC(=CC=C1)C1CC1=C(O)O,"InChI=1S/C10H9NO4/c12-10(13)9-5-8(9)6-2-1-3-7(4-6)11(14)15/h1-4,8,12-13H,5H2",OLWCLIREWGQYGE-UHFFFAOYSA-N,?,25,potentiometric,a/apparent,?,acidic,4.41,,,,,,
11155,SC1(=[N+](C=CC=2(C1=CC=CC=2))C),C[N+]1C=CC2=CC=CC=C2C=1S,"InChI=1S/C10H9NS/c1-11-7-6-8-4-2-3-5-9(8)10(11)12/h2-7H,1H3/p+1",IEXYLQOPBXUDSK-UHFFFAOYSA-O,?,20,spectrophotometric,a/apparent,?,acidic,-2.13,DTXCID501329553,NoName_241,NOCAS_901164,Single Compound,C[N+]1=C(S)C2=CC=CC=C2C=C1,C10H10NS
15786,ClC2(=CC=C(S(=O)(=O)NC1(=NC(=CC=N1)C))C=C2),CC1=CC=NC(NS(=O)(=O)C2C=CC(Cl)=CC=2)=N1,"InChI=1S/C11H10ClN3O2S/c1-8-6-7-13-11(14-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,1H3,(H,13,14,15)",MIRBJPKOOYSJBZ-UHFFFAOYSA-N,?,25,potentiometric,a/apparent,?,acidic,5.37,DTXCID001330307,NoName_1254,NOCAS_902051,Single Compound,CC1=CC=NC(NS(=O)(=O)C2=CC=C(Cl)C=C2)=N1,C11H10ClN3O2S
17003,O=C(C1(=CC=C(OC)C=C1))C2(=NNC=C2),COC1C=CC(=CC=1)C(=O)C1C=CNN=1,"InChI=1S/C11H10N2O2/c1-15-9-4-2-8(3-5-9)11(14)10-6-7-12-13-10/h2-7H,1H3,(H,12,13)",YPEMQMDWCPHMIW-UHFFFAOYSA-N,?,,spectrophotometric,a/apparent,?,acidic,12.09,DTXCID80255834,(4-Methoxyphenyl)(1H-pyrazol-5-yl)methanone,19854-93-4,Single Compound,COC1=CC=C(C=C1)C(=O)C1=CC=NN1,C11H10N2O2
14628,N#CC(=NNC1(=C(C=CC(=C1)C)C))C#N,CC1=CC(N=NC(C#N)C#N)=C(C)C=C1,"InChI=1S/C11H10N4/c1-8-3-4-9(2)11(5-8)15-14-10(6-12)7-13/h3-5,10H,1-2H3",KUVLTQSSNHTLGP-UHFFFAOYSA-N,?,25,mean from 2,a1/apparent,?,acidic,6.75,,,,,,
13250,O(C2(=CC=1(C(=CC(O)=CC=1)C=C2)))C,COC1=CC2=CC=C(O)C=C2C=C1,"InChI=1S/C11H10O2/c1-13-11-5-3-8-6-10(12)4-2-9(8)7-11/h2-7,12H,1H3",WWPKRXOOVICNJY-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,?,acidic,9.64,DTXCID00121608,6-Methoxy-2-naphthol,5111-66-0,Single Compound,COC1=CC2=C(C=C1)C=C(O)C=C2,C11H10O2
12105,O=C(O)C=CC(=O)C1(=CC=C(C)C=C1),CC1C=CC(=CC=1)C(=O)C=CC(O)=O,"InChI=1S/C11H10O3/c1-8-2-4-9(5-3-8)10(12)6-7-11(13)14/h2-7H,1H3,(H,13,14)",VNJMEFZKYZHWEO-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,COOH,acidic,3.44,,,,,,
15109,O=[N+]([O-])C=2(C=1(C(=C[N+](CCO)=CC=1)C=CC=2)),[O-][N+](=O)C1=CC=CC2=C[N+](CCO)=CC=C21,"InChI=1S/C11H11N2O3/c14-7-6-12-5-4-10-9(8-12)2-1-3-11(10)13(15)16/h1-5,8,14H,6-7H2/q+1",MSIHUOXSASEWRP-UHFFFAOYSA-N,?,25,spectrophotometric,a2/apparent,O-H,acidic,11.67,DTXCID601330167,NoName_1068,NOCAS_901893,Single Compound,OCC[N+]1=CC=C2C(C=CC=C2[N+]([O-])=O)=C1,C11H11N2O3
16198,S(=O)(=O)(NC1(=NC=CC=C1))C2(=CC=C(N)C=C2),NC1C=CC(=CC=1)S(=O)(=O)NC1C=CC=CN=1,"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",GECHUMIMRBOMGK-UHFFFAOYSA-N,?,20,mean from 3,a1/apparent,?,acidic,8.51,DTXCID206067,Sulfapyridine,144-83-2,Single Compound,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,C11H11N3O2S
13412,OC=1(C=2(C(C(N)=CC=1C)=CC=CC=2)),CC1C=C(N)C2=CC=CC=C2C=1O,"InChI=1S/C11H11NO/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6,13H,12H2,1H3",UGQFCTZXVAPVCS-UHFFFAOYSA-N,?,20,potentiometric,a/apparent,OH,acidic,10.12,DTXCID6048337,Vitamin K5,83-70-5,Single Compound,CC1=CC(N)=C2C=CC=CC2=C1O,C11H11NO
12201,O=C(O)C(C#N)(CC1(=CC=CC=C1))C,CC(CC1C=CC=CC=1)(C#N)C(O)=O,"InChI=1S/C11H11NO2/c1-11(8-12,10(13)14)7-9-5-3-2-4-6-9/h2-6H,7H2,1H3,(H,13,14)",XOKVFRWKAZRXOS-UHFFFAOYSA-N,?,25,conductometric,a/thermodynamic,?,acidic,2.29,,,,,,
12492,O2(C(O)=C(CC1(=CC=CC=C1))N=C2C),CC1=NC(CC2C=CC=CC=2)=C(O)O1,"InChI=1S/C11H11NO2/c1-8-12-10(11(13)14-8)7-9-5-3-2-4-6-9/h2-6,13H,7H2,1H3",PVGGUJNJXKJXPN-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,?,acidic,10.34,DTXCID801177715,NoName_553,NOCAS_901436,Single Compound,CC1=NC(CC2=CC=CC=C2)=C(O)O1,C11H11NO2
12485,O=C(O)CCC=2(C1(=C(C=CC=C1)NC=2)),OC(O)=CCC1=CNC2C=CC=CC=21,"InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,6-7,12-14H,5H2",XELAJYCSJXBJQR-UHFFFAOYSA-N,?,,mean from 2,a/apparent,?,acidic,4.87,,,,,,
12454,OC=2(C1(=[NH+]C=CC(=C1C=CC=2)N(C)C)),CN(C)C1=CC=NC2=C(O)C=CC=C12,"InChI=1S/C11H12N2O/c1-13(2)9-6-7-12-11-8(9)4-3-5-10(11)14/h3-7,14H,1-2H3",FFLUAWJHEQAZCD-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,O-H,acidic,7.05,DTXCID601329770,NoName_546,NOCAS_901429,Single Compound,CN(C)C1=CC=NC2=C(O)C=CC=C12,C11H12N2O
12446,OC=1(N(N=C(C=1C)C)C2(=CC=CC=C2)),CC1=C(O)N(N=C1C)C1C=CC=CC=1,"InChI=1S/C11H12N2O/c1-8-9(2)12-13(11(8)14)10-6-4-3-5-7-10/h3-7,14H,1-2H3",WWGWMNUTPYAALX-UHFFFAOYSA-N,?,,potentiometric,b/apparent,?,acidic,11.3,DTXCID601329768,NoName_544,NOCAS_901427,Single Compound,CC1=NN(C(O)=C1C)C1=CC=CC=C1,C11H12N2O
17008,O=C(O)C([NH3+])CC=2(C1(=C(C=CC=C1)NC=2)),N=C(CC1=CNC2=CC=CC=C21)C(O)O,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,11-15H,5H2",QJLGZJCORWFGHV-UHFFFAOYSA-N,"?, ?",23,mean from 7,a1/apparent,"COOH, CO2H",acidic,2.34,,,,,,
15446,S1(C(=NC=C1)NP(=O)(OCC)C2(=CC=C([N+](=O)[O-])C=C2)),CCOP(=O)(NC1=NC=CS1)C1C=CC(=CC=1)[N+]([O-])=O,"InChI=1S/C11H12N3O4PS/c1-2-18-19(17,13-11-12-7-8-20-11)10-5-3-9(4-6-10)14(15)16/h3-8H,2H2,1H3,(H,12,13,17)",DHDLKTMHQQFLGD-UHFFFAOYSA-N,?,,potentiometric,a/apparent,?,acidic,8.7,,,,,,
15691,S(=O)(=O)(NC1(=CN=C(N)C=C1))C2(=CC=C(N)C=C2),NC1C=CC(=CC=1)S(=O)(=O)NC1=CN=C(N)C=C1,"InChI=1S/C11H12N4O2S/c12-8-1-4-10(5-2-8)18(16,17)15-9-3-6-11(13)14-7-9/h1-7,15H,12H2,(H2,13,14)",LVQULDWBTMQSCU-UHFFFAOYSA-N,?,,potentiometric,a/apparent,?,acidic,8.82,DTXCID201330284,NoName_1228,NOCAS_902026,Single Compound,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C(N)C=C1,C11H12N4O2S
13483,O=C(C(C1(=CC=CC=C1))C(=O)C)C,C=C(O)C(C1C=CC=CC=1)C(=C)O,"InChI=1S/C11H12O2/c1-8(12)11(9(2)13)10-6-4-3-5-7-10/h3-7,11-13H,1-2H2",JHJAKYNUEADUFW-UHFFFAOYSA-N,?,20,,a/apparent,?,acidic,9.32,,,,,,
12099,O=C(O)C=CC1(=C(OCC)C=CC=C1),CCOC1C=CC=CC=1C=CC(O)=O,"InChI=1S/C11H12O3/c1-2-14-10-6-4-3-5-9(10)7-8-11(12)13/h3-8H,2H2,1H3,(H,12,13)",UXTDCJJEJZCEBF-UHFFFAOYSA-N,"?, ?",25,,apparent,"?, ?",acidic,4.515,,,,,,
15135,ClC1(=C(O)C(=CC(=C1)Cl)C[NH+]2(CCOCC2)),OC1=C(CN2CCOCC2)C=C(Cl)C=C1Cl,"InChI=1S/C11H13Cl2NO2/c12-9-5-8(11(15)10(13)6-9)7-14-1-3-16-4-2-14/h5-6,15H,1-4,7H2",NBTBIZYFQFBWFA-UHFFFAOYSA-N,?,25,mean from 2,a1/apparent,?,acidic,5.67,DTXCID701330172,NoName_1073,NOCAS_901898,Single Compound,OC1=C(CN2CCOCC2)C=C(Cl)C=C1Cl,C11H13Cl2NO2
15800,S(=O)(=O)(NC=1(ON=C(C=1C)C))C2(=CC=C(N)C=C2),CC1=C(NS(=O)(=O)C2C=CC(N)=CC=2)ON=C1C,"InChI=1S/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3",NHUHCSRWZMLRLA-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,acidic,4.16,DTXCID001292,Sulfisoxazole,127-69-5,Single Compound,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,C11H13N3O3S
14718,O=C(N)C(C1(=CC=CC=C1))CCC(=O)O,N=C(O)C(CC=C(O)O)C1C=CC=CC=1,"InChI=1S/C11H13NO3/c12-11(15)9(6-7-10(13)14)8-4-2-1-3-5-8/h1-5,7,9,13-14H,6H2,(H2,12,15)",KLCXABUHQCKBFU-UHFFFAOYSA-N,?,25,conductometric,1/thermodynamic,?,acidic,4.64,,,,,,
14913,ClC1(=C(Cl)C=C(Cl)C(=C1C[NH+](CC)CC)O),CCN(CC1C(O)=C(Cl)C=C(Cl)C=1Cl)CC,"InChI=1S/C11H14Cl3NO/c1-3-15(4-2)6-7-10(14)8(12)5-9(13)11(7)16/h5,16H,3-4,6H2,1-2H3",WYBXHLUNMJZPIY-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,OH,acidic,5.13,DTXCID90741137,"3,4,6-Trichloro-2-[(diethylamino)methyl]phenol",69084-01-1,Single Compound,CCN(CC)CC1=C(O)C(Cl)=CC(Cl)=C1Cl,C11H14Cl3NO
16101,O=[N+]([O-])C1(=CC(=C(O)C=C1)C[NH+]2(CCOCC2)),[O-][N+](=O)C1C=C(CN2CCOCC2)C(O)=CC=1,"InChI=1S/C11H14N2O4/c14-11-2-1-10(13(15)16)7-9(11)8-12-3-5-17-6-4-12/h1-2,7,14H,3-6,8H2",FHQJAMUJPVTFPX-UHFFFAOYSA-N,?,25,mean from 2,a1/apparent,O-H,acidic,5.61,DTXCID501330364,NoName_1329,NOCAS_902116,Single Compound,OC1=CC=C(C=C1CN1CCOCC1)[N+]([O-])=O,C11H14N2O4
16081,O(C1(=NC(=NC(=C1C)C)N2(N=C(C)C=C2O)))C,CC1N=C(N=C(OC)C=1C)N1N=C(C)C=C1O,"InChI=1S/C11H14N4O2/c1-6-5-9(16)15(14-6)11-12-8(3)7(2)10(13-11)17-4/h5,16H,1-4H3",FNUOFCDTFADGQS-UHFFFAOYSA-N,?,20,potentiometric,a1/apparent,?,acidic,7.64,DTXCID701330358,NoName_1323,NOCAS_902110,Single Compound,COC1=NC(=NC(C)=C1C)N1N=C(C)C=C1O,C11H14N4O2
13488,O=C(O)C1(=C(C(=CC(=C1C)C)C)C),CC1=C(C(O)=O)C(C)=C(C)C=C1C,"InChI=1S/C11H14O2/c1-6-5-7(2)9(4)10(8(6)3)11(12)13/h5H,1-4H3,(H,12,13)",STIDRZRESMTQBD-UHFFFAOYSA-N,?,25,spectrophotometric,a/thermodynamic,?,acidic,3.43,DTXCID70103178,"Benzoic acid, 2,3,5,6-tetramethyl-",2604-45-7,Single Compound,CC1=CC(C)=C(C)C(C(O)=O)=C1C,C11H14O2
12108,O=C(OCCCC)C1(=CC=C(O)C=C1),CCCCOC(=O)C1C=CC(O)=CC=1,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3",QFOHBWFCKVYLES-UHFFFAOYSA-N,?,25,,thermodynamic,?,acidic,8.34,DTXCID90209,Butylparaben,94-26-8,Single Compound,CCCCOC(=O)C1=CC=C(O)C=C1,C11H14O3
14705,ClC1(=C(O)C(=CC(=C1)Cl)C[NH+](CC)CC),CCN(CC1C=C(Cl)C=C(Cl)C=1O)CC,"InChI=1S/C11H15Cl2NO/c1-3-14(4-2)7-8-5-9(12)6-10(13)11(8)15/h5-6,15H,3-4,7H2,1-2H3",LAGOLYUCONSUQY-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,OH,acidic,5.95,DTXCID801330094,NoName_962,NOCAS_901812,Single Compound,CCN(CC)CC1=C(O)C(Cl)=CC(Cl)=C1,C11H15Cl2NO
14933,O=C(NC1(=CC(=CC=C1)C[NH+](C)C))C=NO,CN(C)CC1=CC(=CC=C1)NC(=O)CN=O,"InChI=1S/C11H15N3O2/c1-14(2)8-9-4-3-5-10(6-9)13-11(15)7-12-16/h3-6H,7-8H2,1-2H3,(H,13,15)",YHTIIEGYPYGUEY-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,acidic,8.28,DTXCID801330137,NoName_1033,NOCAS_901858,Single Compound,CN(C)CC1=CC(NC(=O)CN=O)=CC=C1,C11H15N3O2
12203,O=C(O)C([NH2+]C1(=CC=CC=C1))C(C)C,CC(C)C(=NC1C=CC=CC=1)C(O)O,"InChI=1S/C11H15NO2/c1-8(2)10(11(13)14)12-9-6-4-3-5-7-9/h3-8,11,13-14H,1-2H3",QNRNUOYGPHKBND-UHFFFAOYSA-N,?,22,potentiometric,a2/apparent,COOH,acidic,4.4,,,,,,
16257,S(=O)(=O)(N(CC)CC)C1(=C(C(=O)O)C=CC=C1),CCN(CC)S(=O)(=O)C1C=CC=CC=1C(O)=O,"InChI=1S/C11H15NO4S/c1-3-12(4-2)17(15,16)10-8-6-5-7-9(10)11(13)14/h5-8H,3-4H2,1-2H3,(H,13,14)",NFUPCSUIJPOOMJ-UHFFFAOYSA-N,?,25,,a1/apparent,COOH,acidic,2.96,DTXCID901330411,NoName_1383,NOCAS_902165,Single Compound,CCN(CC)S(=O)(=O)C1=C(C=CC=C1)C(O)=O,C11H15NO4S
12232,[Br]C1(=CC(=C(O)C=C1)C[NH+](CC)CC),CCN(CC1=CC(Br)=CC=C1O)CC,"InChI=1S/C11H16BrNO/c1-3-13(4-2)8-9-7-10(12)5-6-11(9)14/h5-7,14H,3-4,8H2,1-2H3",KHSBXTXLUWLXRT-UHFFFAOYSA-N,?,25,mean from 5,a1/apparent,N(1+)-H,acidic,7.7,DTXCID101329713,NoName_470,NOCAS_901366,Single Compound,CCN(CC)CC1=CC(Br)=CC=C1O,C11H16BrNO
14645,O=C(C1(=NNC(=C1)C(=O)CC))C(C)(C)C,CC=C(O)C1=CC(=NN1)C(=O)C(C)(C)C,"InChI=1S/C11H16N2O2/c1-5-9(14)7-6-8(13-12-7)10(15)11(2,3)4/h5-6,14H,1-4H3,(H,12,13)",XGEIWGLFVZMRCL-UHFFFAOYSA-N,?,,spectrophotometric,a/apparent,?,acidic,9.7,,,,,,
10566,OC1(=C(C=CC(=C1)C(C)C)CC),CCC1C=CC(=CC=1O)C(C)C,"InChI=1S/C11H16O/c1-4-9-5-6-10(8(2)3)7-11(9)12/h5-8,12H,4H2,1-3H3",NTPXZONRQTVIEQ-UHFFFAOYSA-N,?,20,spectrophotometric,a1/thermodynamic,?,acidic,10.61,DTXCID801329471,NoName_122,NOCAS_901067,Single Compound,CCC1=C(O)C=C(C=C1)C(C)C,C11H16O
10562,OC1(=C(C=C(C)C(=C1)C)C(C)C),CC1=CC(C(C)C)=C(O)C=C1C,"InChI=1S/C11H16O/c1-7(2)10-5-8(3)9(4)6-11(10)12/h5-7,12H,1-4H3",RFRYAUSWHSKOIY-UHFFFAOYSA-N,?,20,potentiometric,a1/thermodynamic,?,acidic,10.79,DTXCID401329467,NoName_118,NOCAS_901063,Single Compound,CC(C)C1=C(O)C=C(C)C(C)=C1,C11H16O
13724,O=C(O)C12(CC3(CC(C1)CC(C2)C3)),OC(=O)C12CC3CC(C1)CC(C2)C3,"InChI=1S/C11H16O2/c12-10(13)11-4-7-1-8(5-11)3-9(2-7)6-11/h7-9H,1-6H2,(H,12,13)",JIMXXGFJRDUSRO-UHFFFAOYSA-N,?,25,mean from 2,a1/apparent,COOH,acidic,4.95,DTXCID10818476,Adamantane-1-carboxylic acid,NOCAS_870784,Single Compound,OC(=O)C12CC3CC(CC(C3)C1)C2,C11H16O2
15779,O2(C([N+]1(=C(O)N=C(NC)C(=C1)C))CC(C2CO)O),CC1=C[N+](C2CC(O)C(CO)O2)=C(O)N=C1NC,"InChI=1S/C11H17N3O4/c1-6-4-14(11(17)13-10(6)12-2)9-3-7(16)8(5-15)18-9/h4,7-9,15-16H,3,5H2,1-2H3,(H,12,13,17)/p+1",SUURDKULGPGHGO-UHFFFAOYSA-O,?,,spectrophotometric,a/apparent,?,acidic,4.04,,,,,,
13668,OC1(=C(C=CC=C1)CN(CC)CC),CCN(CC1C=CC=CC=1O)CC,"InChI=1S/C11H17NO/c1-3-12(4-2)9-10-7-5-6-8-11(10)13/h5-8,13H,3-4,9H2,1-2H3",IGXXOUGMPVOZFH-UHFFFAOYSA-N,?,25,mean from 4,a1/apparent,?,acidic,10.82,DTXCID30120644,"o-Cresol, alpha-(diethylamino)-",4992-02-3,Single Compound,CCN(CC)CC1=CC=CC=C1O,C11H17NO
16082,O=C(O)C(C1(=NN=NN1C2(CCCCC2)))(C)C,CC(C)(C(O)=O)C1=NN=NN1C1CCCCC1,"InChI=1S/C11H18N4O2/c1-11(2,10(16)17)9-12-13-14-15(9)8-6-4-3-5-7-8/h8H,3-7H2,1-2H3,(H,16,17)",RSDLODHXXOVJOX-UHFFFAOYSA-N,?,,,a/apparent,?,acidic,3.7,DTXCID401330359,NoName_1324,NOCAS_902111,Single Compound,CC(C)(C(O)=O)C1=NN=NN1C1CCCCC1,C11H18N4O2
12342,O=C(O)C1(C(O)C2(CCC1C2(C)(C))(C)),CC1(C)C2CCC1(C)C(O)C2=C(O)O,"InChI=1S/C11H18O3/c1-10(2)6-4-5-11(10,3)8(12)7(6)9(13)14/h6,8,12-14H,4-5H2,1-3H3",APKSMVPRKYXSIW-UHFFFAOYSA-N,"?, ?",25,conductometric,thermodynamic,"?, ?",acidic,2.395,,,,,,
13185,O=C(C(C)(C)C)CC(=O)C(C)(C)C,CC(C)(C)C(O)=CC(=O)C(C)(C)C,"InChI=1S/C11H20O2/c1-10(2,3)8(12)7-9(13)11(4,5)6/h7,12H,1-6H3",SOZFXLUMSLXZFW-UHFFFAOYSA-N,?,25,,a1/apparent,?,acidic,11.77,,,,,,
